label,fname,manually_verified,freesound_id,license
Keys_jangling,d774a3f3.wav,1,235594,Creative Commons 0
Laughter,d78762a7.wav,0,169801,Attribution
Laughter,d7f81ca5.wav,0,124022,Creative Commons 0
Laughter,d80e1c9e.wav,1,234950,Creative Commons 0
Knock,d82f8f87.wav,1,138323,Attribution
Laughter,d8470cab.wav,0,184618,Creative Commons 0
Laughter,d89150d5.wav,0,244526,Creative Commons 0
Laughter,d8dee93f.wav,1,85135,Attribution
Laughter,d920e1dc.wav,0,367494,Attribution
Laughter,d931fa78.wav,1,218185,Creative Commons 0
Laughter,d93c3a10.wav,1,60806,Attribution
Cough,d9a9ad06.wav,0,252241,Creative Commons 0
Laughter,d9e369bf.wav,0,30039,Attribution
Computer_keyboard,d9ece336.wav,1,14579,Attribution
Knock,da0373df.wav,0,383761,Creative Commons 0
Knock,da354910.wav,1,32296,Attribution
Knock,da38a108.wav,1,190026,Attribution
Finger_snapping,da4d4d5a.wav,1,364725,Creative Commons 0
Knock,da816a2f.wav,0,114039,Attribution
Laughter,da8665b5.wav,0,252018,Creative Commons 0
Cough,daedfdde.wav,1,369295,Creative Commons 0
Cough,db06541a.wav,0,47135,Attribution
Finger_snapping,db07b625.wav,0,367836,Creative Commons 0
Laughter,db70f608.wav,0,58650,Attribution
Laughter,dbc6d76e.wav,0,266004,Attribution Noncommercial
Laughter,dbe1946a.wav,1,273927,Attribution
Computer_keyboard,dc5fc5c5.wav,1,377138,Creative Commons 0
Knock,dcd892b1.wav,1,193860,Creative Commons 0
Laughter,dd845319.wav,0,192575,Attribution
Knock,ddca65f5.wav,0,232668,Attribution
Computer_keyboard,ddd71129.wav,0,233208,Creative Commons 0
Knock,de2fe184.wav,0,329018,Attribution
Knock,de8de828.wav,1,148947,Creative Commons 0
Laughter,deeacc1c.wav,0,257813,Attribution
Knock,df1d8082.wav,0,211498,Attribution
Laughter,df73bad7.wav,0,50917,Creative Commons 0
Laughter,dfb39975.wav,0,20688,Attribution
Cough,e0435db2.wav,1,45575,Attribution
Cough,e048451f.wav,1,343880,Creative Commons 0
Computer_keyboard,e0862ccc.wav,1,350360,Attribution
Laughter,e0d32883.wav,0,203231,Creative Commons 0
Knock,e1002ae9.wav,1,349294,Creative Commons 0
Cough,e158fd40.wav,0,180041,Attribution
Computer_keyboard,e2420b24.wav,0,77326,Attribution
Knock,e2631f57.wav,0,193867,Creative Commons 0
Cough,e2665d8d.wav,0,87795,Creative Commons 0
Laughter,e2bfc42d.wav,1,333394,Creative Commons 0
Laughter,e2d02712.wav,1,92390,Attribution
Knock,e2deee0c.wav,0,219668,Creative Commons 0
Laughter,e33328ed.wav,0,60782,Attribution
Knock,e3707760.wav,0,113135,Creative Commons 0
Laughter,e3dc8406.wav,0,351162,Creative Commons 0
Computer_keyboard,e45a3fed.wav,1,250390,Creative Commons 0
Cough,e47fbf73.wav,0,156558,Creative Commons 0
Finger_snapping,e512a233.wav,1,315839,Attribution
Laughter,e53a4c5d.wav,0,263708,Creative Commons 0
Laughter,e54a048a.wav,0,137203,Creative Commons 0
Finger_snapping,e54fbe33.wav,1,346797,Attribution
Computer_keyboard,e5a53448.wav,0,152976,Creative Commons 0
Laughter,e5b10b60.wav,1,19152,Attribution
Cough,e5e1fa30.wav,0,383781,Creative Commons 0
Knock,e5fced61.wav,0,371661,Attribution
Keys_jangling,e6949d46.wav,1,156185,Creative Commons 0
Cough,e70382cf.wav,0,17168,Attribution
Keys_jangling,e70f7c7c.wav,0,351297,Attribution
Knock,e71a5c26.wav,1,349293,Creative Commons 0
Knock,e760039f.wav,0,217388,Creative Commons 0
Cough,e76ddb8c.wav,0,360890,Creative Commons 0
Laughter,e7bbd7e7.wav,1,380101,Creative Commons 0
Finger_snapping,e7cd4355.wav,1,117648,Attribution
Laughter,e81a0e3d.wav,0,167578,Creative Commons 0
Cough,e81dd3c0.wav,0,348364,Creative Commons 0
Knock,e84e08a8.wav,0,182022,Attribution
Cough,e86dbad2.wav,0,102536,Attribution
Knock,e887fb05.wav,0,193857,Creative Commons 0
Finger_snapping,e8924446.wav,1,361762,Creative Commons 0
Cough,e92eb9cf.wav,1,30830,Attribution
Cough,e9e38c4c.wav,0,159455,Attribution
Laughter,eaae094b.wav,0,169826,Creative Commons 0
Computer_keyboard,ebcbdd41.wav,0,367078,Creative Commons 0
Knock,ec193a31.wav,1,193853,Creative Commons 0
Cough,ec48ca73.wav,0,331065,Attribution
Keys_jangling,ec6c5ac7.wav,0,218850,Creative Commons 0
Laughter,ec7c9d41.wav,0,42846,Attribution
Knock,ecba0d5b.wav,0,323481,Attribution
Keys_jangling,ed560261.wav,0,181160,Creative Commons 0
Knock,ed6377ba.wav,0,349297,Creative Commons 0
Knock,ed94d3ad.wav,1,349285,Creative Commons 0
Laughter,ee6731df.wav,0,93775,Creative Commons 0
Laughter,eeb6f911.wav,0,368385,Creative Commons 0
Computer_keyboard,eefee001.wav,0,175438,Creative Commons 0
Keys_jangling,ef417725.wav,1,51437,Creative Commons 0
Laughter,ef57bfce.wav,0,168812,Attribution
Laughter,ef73c29c.wav,0,106883,Attribution
Knock,efa6c176.wav,1,119833,Creative Commons 0
Knock,efb440b7.wav,0,209220,Creative Commons 0
Laughter,efe2372f.wav,1,204496,Attribution
Knock,efe7e065.wav,0,187284,Attribution
Knock,f00fcd65.wav,0,210536,Creative Commons 0
Knock,f0274fc5.wav,0,120331,Attribution
Cough,f08d2ce5.wav,0,353669,Creative Commons 0
Knock,f0c79f5e.wav,1,83479,Creative Commons 0
Finger_snapping,f1352a21.wav,0,257916,Attribution
Finger_snapping,f19f12a6.wav,1,361746,Creative Commons 0
Cough,f1df9083.wav,0,109639,Attribution
Laughter,f22b1915.wav,0,145469,Creative Commons 0
Cough,f23cc73e.wav,0,19123,Attribution
Keys_jangling,f27b0ad6.wav,0,80601,Attribution
Keys_jangling,f2a5615b.wav,1,51441,Creative Commons 0
Finger_snapping,f2dcffa1.wav,1,361764,Creative Commons 0
Keys_jangling,f2ed2975.wav,0,216571,Attribution
Laughter,f2f93dcf.wav,0,41141,Attribution
Cough,f3095fdd.wav,0,273602,Attribution
Laughter,f3149175.wav,0,219769,Creative Commons 0
Cough,f322771f.wav,1,331060,Attribution
Knock,f36f0a75.wav,1,148945,Creative Commons 0
Finger_snapping,f3a8c3be.wav,1,346791,Attribution
Cough,f41dcbd7.wav,1,257770,Attribution
Laughter,f43556ca.wav,0,337001,Attribution
Laughter,f4627f0b.wav,1,180296,Attribution
Laughter,f473c228.wav,0,152912,Attribution
Laughter,f4d458ec.wav,0,237985,Creative Commons 0
Finger_snapping,f50a3e03.wav,1,177503,Attribution
Cough,f5740c17.wav,1,334052,Attribution
Laughter,f5ba4a3f.wav,0,26729,Attribution
Knock,f5be89e1.wav,0,193847,Creative Commons 0
Knock,f5fe6b2e.wav,0,349303,Creative Commons 0
Knock,f61f0c65.wav,0,361636,Creative Commons 0
Keys_jangling,f6a64c20.wav,1,271661,Creative Commons 0
Knock,f6cd0ab7.wav,0,378740,Attribution
Cough,f6e5aca5.wav,0,159458,Attribution
Cough,f711abcc.wav,1,204604,Creative Commons 0
Cough,f72c8770.wav,0,343885,Creative Commons 0
Knock,f7335046.wav,0,144209,Attribution
Laughter,f73fdaf8.wav,0,182874,Creative Commons 0
Cough,f78b96bc.wav,0,51136,Creative Commons 0
Computer_keyboard,f79a22a1.wav,0,144106,Attribution
Cough,f7c0ebf8.wav,0,383782,Creative Commons 0
Laughter,f7ee6c93.wav,0,189278,Creative Commons 0
Knock,f841bbeb.wav,0,362633,Creative Commons 0
Cough,f8468ebd.wav,0,47134,Attribution
Keys_jangling,f8f50808.wav,1,127558,Creative Commons 0
Cough,f8ff37cb.wav,1,240373,Creative Commons 0
Laughter,f939856c.wav,1,166141,Creative Commons 0
Keys_jangling,f9adb074.wav,0,364707,Creative Commons 0
Laughter,f9c0004a.wav,1,343901,Creative Commons 0
Laughter,f9f26b10.wav,0,30042,Attribution
Keys_jangling,fa67cfe3.wav,0,102960,Creative Commons 0
Knock,fa842956.wav,0,349308,Creative Commons 0
Laughter,fb077772.wav,0,55082,Attribution
Cough,fb3fef41.wav,1,323692,Creative Commons 0
Knock,fba14686.wav,0,329924,Attribution
Cough,fbdc46c5.wav,0,85208,Attribution
Laughter,fc135cc9.wav,0,267639,Creative Commons 0
Cough,fc55d69a.wav,0,267055,Attribution
Computer_keyboard,fc950d92.wav,0,235235,Creative Commons 0
Finger_snapping,fd2df3ec.wav,1,272114,Creative Commons 0
Laughter,fd3870bb.wav,1,132805,Attribution
Cough,fd8121bc.wav,0,95530,Attribution
Laughter,fe288eee.wav,0,348142,Creative Commons 0
Computer_keyboard,feadb031.wav,0,91263,Creative Commons 0
Cough,feb79886.wav,0,148207,Creative Commons 0
Knock,feea7b08.wav,0,349245,Attribution
Laughter,ff71bf59.wav,0,237418,Creative Commons 0
Keys_jangling,ff7e6638.wav,0,9231,Attribution
Finger_snapping,ff95ac47.wav,1,177494,Attribution
Cough,ffa4a506.wav,1,152995,Attribution
Laughter,ffbba18f.wav,0,76066,Attribution
Laughter,ffc8d3ae.wav,0,213291,Attribution
Computer_keyboard,ffcb5c56.wav,1,348239,Creative Commons 0
Knock,ffcefb78.wav,1,148944,Creative Commons 0
Keys_jangling,ffda1d2b.wav,1,146335,Creative Commons 0
Knock,ffe16cef.wav,0,104002,Creative Commons 0
Laughter,fff44ac6.wav,0,133674,Attribution
Cough,fff81f55.wav,1,19117,Attribution
